id;date;user_id;original_tweet_id;fecha_original;user_original
1,88E+23;08/01/2025 19:07;2811037249;1,88E+23;08/01/2025 0:00;@20m
1,88E+23;07/01/2025 16:13;1264347176;1,88E+23;07/01/2025 0:00;@20m
1,89E+22;22/02/2025 13:54;3178871621;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 13:49;1,18E+23;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 14:00;1,51E+22;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 14:00;196409132;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 13:53;1,38E+22;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 14:20;3023178309;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 14:23;1,77E+23;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 16:15;285508262;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 20:40;427280667;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 15:41;2404415420;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 14:16;53692851;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;23/02/2025 11:15;1,51E+22;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 14:34;7,13E+22;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 14:12;200018931;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 14:47;518998263;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 13:47;48576339;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 13:58;9,24E+22;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 14:53;376335971;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 15:30;1219119302;1,89E+22;22/02/2025 0:00;@el_pais
1,93E+23;30/05/2025 2:37;228556751;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 22:28;1,48E+23;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 13:50;1,21E+22;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 15:13;1303049894;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 16:21;1,31E+23;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;23/02/2025 8:27;1,79E+23;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 13:52;1,65E+23;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;23/02/2025 9:50;1,67E+23;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 14:40;620045316;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;23/02/2025 5:21;850089648;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 14:25;1976494723;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 21:10;1,51E+23;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 14:09;1439676013;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 14:35;1,59E+22;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 13:55;1,59E+23;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 20:47;253196031;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 20:43;1,56E+22;1,89E+22;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 8:09;4056594723;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 12:15;1023184021;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 4:56;2862602142;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 14:30;482335267;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 10:44;1668399427;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 5:00;1,12E+23;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 13:01;3290277322;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 13:57;3132780042;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 5:20;2266279621;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 14:34;482335267;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 11:10;1079807360;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 8:00;1,20E+23;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 13:04;1,70E+23;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 13:02;1,61E+22;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 14:59;816017652;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 9:41;885326204;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 9:39;885326204;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 15:10;23360157;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;23/02/2025 7:56;1,56E+23;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 14:31;9,11E+22;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 15:42;3389458965;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 12:54;1,05E+23;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 11:37;1,81E+23;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 15:16;953539718;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;23/02/2025 12:43;1,45E+23;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 14:16;1,87E+22;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 8:37;81811581;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+22;22/02/2025 7:38;1,59E+23;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 8:59;165980954;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 4:48;230136275;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 6:17;4822779995;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 11:11;1,20E+23;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 11:53;1,86E+23;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 11:29;1,23E+23;1,89E+23;22/02/2025 0:00;@el_pais
1,89E+23;22/02/2025 10:02;1,59E+23;1,89E+23;22/02/2025 0:00;@el_pais
1,88E+23;15/01/2025 21:53;1477498801;1,88E+23;15/01/2025 0:00;@el_pais
1,88E+23;15/01/2025 22:04;1,21E+23;1,88E+23;15/01/2025 0:00;@el_pais
1,88E+23;15/01/2025 22:02;322187588;1,88E+23;15/01/2025 0:00;@el_pais
1,88E+23;15/01/2025 21:56;1,09E+23;1,88E+23;15/01/2025 0:00;@el_pais
1,88E+23;15/01/2025 22:34;1,72E+23;1,88E+23;15/01/2025 0:00;@el_pais
1,88E+23;15/01/2025 22:03;188884553;1,88E+23;15/01/2025 0:00;@el_pais
1,88E+23;15/01/2025 21:48;32601212;1,88E+23;15/01/2025 0:00;@el_pais
1,88E+23;15/01/2025 23:22;362751033;1,88E+23;15/01/2025 0:00;@el_pais
1,88E+23;15/01/2025 22:34;1,50E+23;1,88E+23;15/01/2025 0:00;@el_pais
1,88E+23;15/01/2025 22:20;1,31E+23;1,88E+23;15/01/2025 0:00;@el_pais
1,88E+23;15/01/2025 23:04;7,94E+22;1,88E+23;15/01/2025 0:00;@el_pais
1,88E+23;15/01/2025 21:59;1,55E+23;1,88E+23;15/01/2025 0:00;@el_pais
1,88E+23;16/01/2025 6:10;250121980;1,88E+23;15/01/2025 0:00;@el_pais
1,88E+23;15/01/2025 22:43;1,13E+23;1,88E+23;15/01/2025 0:00;@el_pais
1,88E+23;15/01/2025 22:15;1,36E+22;1,88E+23;15/01/2025 0:00;@el_pais
1,88E+23;15/01/2025 23:12;1,81E+23;1,88E+23;15/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 12:58;268448814;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 21:22;1,51E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 22:24;1,35E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 22:51;1,39E+22;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 22:39;1,61E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 14:56;1,71E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 8:21;253278922;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 4:09;1912993586;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 14:51;1,86E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 19:14;8,28E+22;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 22:18;2445658808;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 22:16;2445658808;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 16:00;1,25E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 18:44;1,45E+22;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 8:19;47781149;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 22:25;1,47E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 23:26;7,10E+22;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 7:46;1,48E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 7:44;1,48E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 22:30;1,57E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 12:45;1,78E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 14:07;265537830;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 23:32;258340055;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 23:30;258340055;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 14:56;1,14E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 10:35;17939930;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 20:46;260884991;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 10:11;251381678;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 9:43;7,73E+22;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 9:23;9,13E+22;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 15:53;1,26E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+22;12/01/2025 11:23;126715826;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;14/01/2025 1:09;1,52E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 2:48;966849882;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 23:12;1,83E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 22:28;1,34E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 21:14;115121123;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 12:21;1,32E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 13:13;1,59E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 16:07;1,59E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 13:15;268448814;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 12:11;3312266525;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 16:00;126715826;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 11:36;190318972;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 11:47;200018931;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 11:19;1637999202;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 14:03;179676033;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 18:21;1,43E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 16:04;1,03E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+22;11/01/2025 22:17;1,85E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+22;11/01/2025 15:09;1,24E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 17:42;1,77E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 11:30;1,27E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+22;11/01/2025 15:27;2303239784;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 16:37;1,23E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 12:26;1,64E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 13:03;1,67E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 16:23;254601719;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 11:23;163935901;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+22;11/01/2025 15:37;464111131;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 11:33;1,31E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;12/01/2025 6:29;1,58E+23;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 17:16;110678362;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 12:35;1825455738;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 11:53;334889109;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 17:40;281128746;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 18:00;569025847;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 16:36;275681295;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 17:28;1463734878;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 17:21;954165926;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 16:55;1,05E+22;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;11/01/2025 17:02;2847139715;1,88E+23;11/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 8:47;238265431;1,88E+23;09/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 8:36;211031809;1,88E+23;09/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 11:12;7,50E+22;1,88E+23;09/01/2025 0:00;@el_pais
1,88E+22;09/01/2025 10:31;1,68E+23;1,88E+23;09/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 16:38;9,13E+22;1,88E+23;09/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 8:48;1,28E+23;1,88E+23;09/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 22:01;187594920;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 23:30;1,10E+23;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 20:18;1,63E+23;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 9:20;288263710;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 19:58;53198511;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 12:38;1555155480;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 0:34;46812276;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 23:28;1,10E+23;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+22;08/01/2025 20:59;1,50E+23;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 0:58;1,25E+23;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 20:37;312684628;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 0:44;1,72E+23;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 20:31;1,27E+23;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 19:56;1,51E+23;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 20:15;7,45E+22;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 9:25;87316916;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+22;08/01/2025 21:05;81811581;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 21:52;1,69E+23;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 23:46;1,76E+23;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 20:28;7,85E+22;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 8:28;1,30E+22;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 19:57;2587709535;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 8:39;713650391;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 20:31;1,86E+23;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 20:40;330961279;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 9:18;8,86E+22;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 20:38;1,44E+23;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 0:49;208659728;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 10:48;1,67E+23;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 20:06;1004524945;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+22;09/01/2025 10:21;165797474;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 22:37;1,67E+23;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 23:37;618230112;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 7:43;8,80E+22;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;09/01/2025 0:18;28288736;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 20:11;1,69E+23;1,88E+23;08/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 15:20;3402184198;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 15:51;1,57E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 17:06;187594920;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 15:02;87910721;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 14:40;1,86E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 15:06;8,32E+22;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 16:33;9,67E+22;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 14:38;1,66E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 18:01;1,10E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 21:01;1,78E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 14:45;1,15E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 16:06;1,70E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 15:13;1,12E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 15:47;3348849311;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 16:57;2974643895;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 15:14;4179893074;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 19:23;1,09E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 14:39;1522922574;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 15:14;1,81E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 15:15;1,68E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 17:10;1,53E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 15:09;1,83E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 14:54;1635303667;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 18:02;1,10E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 19:51;1,20E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 17:59;9,20E+22;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 21:14;1,87E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 15:51;3369993329;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 17:35;1,08E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 14:31;188884553;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 15:52;3369993329;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+22;08/01/2025 7:53;606624104;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 15:28;1,75E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 14:53;1,82E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;08/01/2025 8:42;108541858;1,88E+23;07/01/2025 0:00;@el_pais
1,88E+23;07/01/2025 15:27;1,46E+23;1,88E+23;07/01/2025 0:00;@el_pais
1,91E+23;04/04/2025 13:20;3095675532;1,91E+22;03/04/2025 0:00;@eldiarioes
1,91E+23;03/04/2025 18:07;9,13E+22;1,91E+22;03/04/2025 0:00;@eldiarioes
1,91E+22;03/04/2025 14:20;1,49E+23;1,91E+22;03/04/2025 0:00;@eldiarioes
1,91E+23;03/04/2025 10:46;1,37E+21;1,91E+23;03/04/2025 0:00;@eldiarioes
1,91E+23;03/04/2025 8:38;232581127;1,91E+23;03/04/2025 0:00;@eldiarioes
1,88E+23;22/01/2025 21:00;1,86E+23;1,88E+23;22/01/2025 0:00;@eldiarioes
1,88E+23;22/01/2025 20:35;3480810148;1,88E+23;22/01/2025 0:00;@eldiarioes
1,88E+23;22/01/2025 20:31;391591759;1,88E+23;22/01/2025 0:00;@eldiarioes
1,88E+23;22/01/2025 19:58;221336249;1,88E+23;22/01/2025 0:00;@eldiarioes
1,88E+23;20/01/2025 23:36;1,48E+23;1,88E+23;20/01/2025 0:00;@eldiarioes
1,88E+23;22/01/2025 6:08;1,68E+23;1,88E+23;20/01/2025 0:00;@eldiarioes
1,88E+23;21/01/2025 6:34;1,27E+23;1,88E+23;20/01/2025 0:00;@eldiarioes
1,88E+22;21/01/2025 0:26;369253817;1,88E+23;20/01/2025 0:00;@eldiarioes
1,88E+23;20/01/2025 23:14;1,64E+23;1,88E+23;20/01/2025 0:00;@eldiarioes
1,88E+23;20/01/2025 23:10;9,13E+22;1,88E+23;20/01/2025 0:00;@eldiarioes
1,88E+23;16/01/2025 17:20;369253817;1,88E+23;16/01/2025 0:00;@eldiarioes
1,88E+23;16/01/2025 17:09;1855963825;1,88E+23;16/01/2025 0:00;@eldiarioes
1,88E+23;17/01/2025 8:59;1,21E+23;1,88E+23;16/01/2025 0:00;@eldiarioes
1,88E+23;15/01/2025 1:15;2410750033;1,88E+23;15/01/2025 0:00;@eldiarioes
1,88E+23;15/01/2025 0:49;773679626;1,88E+23;15/01/2025 0:00;@eldiarioes
1,88E+23;15/01/2025 0:55;1,57E+23;1,88E+23;15/01/2025 0:00;@eldiarioes
1,88E+22;15/01/2025 18:27;1,46E+23;1,88E+23;15/01/2025 0:00;@eldiarioes
1,88E+23;15/01/2025 8:38;7,95E+22;1,88E+23;15/01/2025 0:00;@eldiarioes
1,88E+23;15/01/2025 3:16;1,43E+23;1,88E+23;15/01/2025 0:00;@eldiarioes
1,88E+23;15/01/2025 1:06;8,28E+22;1,88E+23;15/01/2025 0:00;@eldiarioes
